gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
HIST1H2AH,ENSG00000274997,EFO_0005741,infectious disease,infectious disease,0.503408826508862
HIST1H2AH,ENSG00000274997,EFO_0005547,dengue disease,infectious disease,0.388328332729644
HIST1H2AH,ENSG00000274997,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0863892910325491
HIST1H2AH,ENSG00000274997,EFO_0000544,infection,biological_process,0.0727175055970545
HIST1H2AH,ENSG00000274997,EFO_1001841,sebaceous of Jadassohn nevus,integumentary system disease,0.0570779127575054
HIST1H2AH,ENSG00000274997,EFO_0000707,squamous cell carcinoma,cancer or benign tumor,0.0526873040838511
HIST1H2AH,ENSG00000274997,EFO_0000616,neoplasm,cancer or benign tumor,0.025816447264196
HIST1H2AH,ENSG00000274997,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.0225443711357668
HIST1H2AH,ENSG00000274997,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.019285762975837
HIST1H2AH,ENSG00000274997,MONDO_0013577,Lipedema,integumentary system disease,0.0177398330248657
HIST1H2AH,ENSG00000274997,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.0157071438240998
HIST1H2AH,ENSG00000274997,MONDO_0004992,cancer,cancer or benign tumor,0.01538579057185
HIST1H2AH,ENSG00000274997,EFO_0001066,experimental autoimmune encephalomyelitis,animal disease; nervous system disease,0.0147831941873881
HIST1H2AH,ENSG00000274997,EFO_0004274,gout,nutritional or metabolic disease; musculoskeletal or connective tissue disease; phenotype,0.0133048747686493
HIST1H2AH,ENSG00000274997,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.012175602990446
HIST1H2AH,ENSG00000274997,EFO_0000095,chronic lymphocytic leukemia,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.01175673325106
HIST1H2AH,ENSG00000274997,EFO_0000685,rheumatoid arthritis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.0109026057131987
HIST1H2AH,ENSG00000274997,MONDO_0002492,acute kidney injury,urinary system disease; phenotype,0.0107178157858564
HIST1H2AH,ENSG00000274997,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0106634948047243
HIST1H2AH,ENSG00000274997,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.0103496731861621
HIST1H2AH,ENSG00000274997,MONDO_0007739,Huntington disease,"nervous system disease; genetic, familial or congenital disease",0.00963741067732807
HIST1H2AH,ENSG00000274997,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00960907622180225
HIST1H2AH,ENSG00000274997,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00938493172004964
HIST1H2AH,ENSG00000274997,EFO_0001068,malaria,infectious disease; hematologic disease; endocrine system disease; gastrointestinal disease,0.00923949636711754
HIST1H2AH,ENSG00000274997,MONDO_0018177,glioblastoma,nervous system disease; cancer or benign tumor,0.00918816583174467
HIST1H2AH,ENSG00000274997,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00893151315488029
HIST1H2AH,ENSG00000274997,EFO_0000702,small cell lung carcinoma,"endocrine system disease; genetic, familial or congenital disease; respiratory or thoracic disease; cancer or benign tumor",0.00886991651243284
HIST1H2AH,ENSG00000274997,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.00872619101338879
HIST1H2AH,ENSG00000274997,EFO_0000313,carcinoma,cancer or benign tumor,0.00857219940727017
HIST1H2AH,ENSG00000274997,EFO_1001901,neuroendocrine neoplasm,endocrine system disease; cancer or benign tumor,0.00829501451625664
HIST1H2AH,ENSG00000274997,EFO_0010642,Neurodevelopmental disorder,nervous system disease,0.00811022458891429
HIST1H2AH,ENSG00000274997,EFO_0003047,hepatitis C virus infection,infectious disease; gastrointestinal disease; endocrine system disease,0.00794596687572109
HIST1H2AH,ENSG00000274997,EFO_0000771,bacterial disease,infectious disease,0.00743266152199234
HIST1H2AH,ENSG00000274997,EFO_0000220,acute lymphoblastic leukemia,"hematologic disease; genetic, familial or congenital disease; cancer or benign tumor",0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0000621,neuroblastoma,nervous system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0000556,ischemia,phenotype,0.00739159709369404
HIST1H2AH,ENSG00000274997,MONDO_0004986,urinary bladder carcinoma,urinary system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0005044,Leishmaniasis,infectious disease,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0008527,steatosis,phenotype,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0003144,heart failure,cardiovascular disease,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0000514,germ cell tumor,cancer or benign tumor,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0000681,renal cell carcinoma,urinary system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_1001375,Myocardial Ischemia,cardiovascular disease,0.00739159709369404
HIST1H2AH,ENSG00000274997,MONDO_0004647,in situ carcinoma,cancer or benign tumor,0.00739159709369404
HIST1H2AH,ENSG00000274997,MONDO_0008006,Mobius syndrome,"nervous system disease; disorder of visual system; genetic, familial or congenital disease",0.00739159709369404
HIST1H2AH,ENSG00000274997,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00589274546080608
HIST1H2AH,ENSG00000274997,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00554369782027053
HIST1H2AH,ENSG00000274997,EFO_0000756,melanoma,cancer or benign tumor,0.00528930278946458
HIST1H2AH,ENSG00000274997,EFO_0003914,atherosclerosis,cardiovascular disease,0.00480453811090112
HIST1H2AM,ENSG00000276903,EFO_0005741,infectious disease,infectious disease,0.503039246654177
HIST1H2AM,ENSG00000276903,EFO_0000763,viral disease,infectious disease,0.503039246654177
HIST1H2AM,ENSG00000276903,EFO_0005547,dengue disease,infectious disease,0.369579854684702
HIST1H2AM,ENSG00000276903,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.258705898279291
HIST1H2AM,ENSG00000276903,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0858007791589916
HIST1H2AM,ENSG00000276903,EFO_0000616,neoplasm,cancer or benign tumor,0.0681095091962018
HIST1H2AM,ENSG00000276903,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0672007049773193
HIST1H2AM,ENSG00000276903,MONDO_0002691,liver cancer,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0602415163136064
HIST1H2AM,ENSG00000276903,EFO_1001841,sebaceous of Jadassohn nevus,integumentary system disease,0.045635720456467
HIST1H2AM,ENSG00000276903,EFO_0002496,actinic keratosis,cancer or benign tumor; integumentary system disease,0.0434625909109209
HIST1H2AM,ENSG00000276903,EFO_0000707,squamous cell carcinoma,cancer or benign tumor,0.0403581201315694
HIST1H2AM,ENSG00000276903,MONDO_0009623,Nijmegen breakage syndrome,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0399146243059478
HIST1H2AM,ENSG00000276903,MONDO_0004992,cancer,cancer or benign tumor,0.0231298451607741
HIST1H2AM,ENSG00000276903,MONDO_0002009,major depressive disorder,psychiatric disorder; nervous system disease,0.0221747912810821
HIST1H2AM,ENSG00000276903,EFO_0000403,diffuse large B-cell lymphoma,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.0184789927342351
HIST1H2AM,ENSG00000276903,MONDO_0007739,Huntington disease,"nervous system disease; genetic, familial or congenital disease",0.0164401438692245
HIST1H2AM,ENSG00000276903,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.0161177881070828
HIST1H2AM,ENSG00000276903,MONDO_0004979,asthma,phenotype; respiratory or thoracic disease,0.0147295333349508
HIST1H2AM,ENSG00000276903,EFO_0000621,neuroblastoma,nervous system disease; cancer or benign tumor,0.0133048747686493
HIST1H2AM,ENSG00000276903,MONDO_0000430,mature T-cell and NK-cell non-Hodgkin lymphoma,"hematologic disease; genetic, familial or congenital disease; cancer or benign tumor",0.0110873956405411
HIST1H2AM,ENSG00000276903,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.0110873956405411
HIST1H2AM,ENSG00000276903,EFO_0000637,osteosarcoma,musculoskeletal or connective tissue disease; cancer or benign tumor,0.010533025858514
HIST1H2AM,ENSG00000276903,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.010533025858514
HIST1H2AM,ENSG00000276903,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.00977333393499545
HIST1H2AM,ENSG00000276903,EFO_0000198,myelodysplastic syndrome,"hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.0095885440076531
HIST1H2AM,ENSG00000276903,EFO_0000544,infection,biological_process,0.00940375408031074
HIST1H2AM,ENSG00000276903,EFO_1001512,endometrial carcinoma,cancer or benign tumor; reproductive system or breast disease,0.00878507389849883
HIST1H2AM,ENSG00000276903,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.00757638702103639
HIST1H2AM,ENSG00000276903,EFO_1000491,Primary Effusion Lymphoma,"infectious disease; cancer or benign tumor; hematologic disease; immune system disease; genetic, familial or congenital disease",0.00739159709369404
HIST1H2AM,ENSG00000276903,EFO_0000232,adenoma,cancer or benign tumor,0.00739159709369404
HIST1H2AM,ENSG00000276903,EFO_1001951,colorectal carcinoma,gastrointestinal disease; cancer or benign tumor,0.00739159709369404
HIST1H2AM,ENSG00000276903,EFO_0000702,small cell lung carcinoma,"endocrine system disease; genetic, familial or congenital disease; respiratory or thoracic disease; cancer or benign tumor",0.00533837567877903
HIST1H2AM,ENSG00000276903,MONDO_0003783,lymphopenia,hematologic disease; immune system disease,0.00517411796558583
HIST1H2AM,ENSG00000276903,EFO_0000756,melanoma,cancer or benign tumor,0.00487640086042315
HIST1H2AM,ENSG00000276903,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.00461974818355877
HIST1H2AM,ENSG00000276903,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.00443495825621642
HIST1H2AM,ENSG00000276903,EFO_0000574,lymphoma,"hematologic disease; genetic, familial or congenital disease; cancer or benign tumor",0.00406537840153172
HIST1H2AM,ENSG00000276903,EFO_0008527,steatosis,phenotype,0.00406537840153172
HIST1H2AM,ENSG00000276903,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00406537840153172
HIST1H2AM,ENSG00000276903,EFO_0000400,diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0009820,osteoporosis-pseudoglioma syndrome,"nervous system disease; genetic, familial or congenital disease; disorder of visual system; cardiovascular disease; musculoskeletal or connective tissue disease; phenotype",0.00369579854684702
HIST1H2AM,ENSG00000276903,EFO_0003907,deep vein thrombosis,phenotype,0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AM,ENSG00000276903,EFO_0000540,immune system disease,immune system disease,0.00369579854684702
HIST1H2AM,ENSG00000276903,EFO_0003869,breast neoplasm,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AM,ENSG00000276903,MONDO_0002050,depressive disorder,psychiatric disorder; nervous system disease,0.00369579854684702
HIST1H2AM,ENSG00000276903,EFO_0000228,adenocarcinoma,cancer or benign tumor,0.00369579854684702
HIST1H2BB,ENSG00000276410,EFO_0005741,infectious disease,infectious disease,0.503039246654177
HIST1H2BB,ENSG00000276410,EFO_0000763,viral disease,infectious disease,0.503039246654177
HIST1H2BB,ENSG00000276410,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.384127451985235
HIST1H2BB,ENSG00000276410,MONDO_0004992,cancer,cancer or benign tumor,0.37184548185499
HIST1H2BB,ENSG00000276410,EFO_0000756,melanoma,cancer or benign tumor,0.370503804321414
HIST1H2BB,ENSG00000276410,EFO_0005547,dengue disease,infectious disease,0.369579854684702
HIST1H2BB,ENSG00000276410,EFO_0002496,actinic keratosis,cancer or benign tumor; integumentary system disease,0.0643955938802625
HIST1H2BB,ENSG00000276410,EFO_1001841,sebaceous of Jadassohn nevus,integumentary system disease,0.0622002895434353
HIST1H2BB,ENSG00000276410,EFO_0000707,squamous cell carcinoma,cancer or benign tumor,0.0600049852066082
HIST1H2BB,ENSG00000276410,MONDO_0016060,laryngotracheoesophageal cleft,gastrointestinal disease; respiratory or thoracic disease,0.0184789927342351
HIST1H2BB,ENSG00000276410,EFO_0000616,neoplasm,cancer or benign tumor,0.0133459391969476
HIST1H2BB,ENSG00000276410,EFO_0000637,osteosarcoma,musculoskeletal or connective tissue disease; cancer or benign tumor,0.00831554673040579
HIST1H2BB,ENSG00000276410,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00813075680306344
HIST1H2BB,ENSG00000276410,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0078055265309409
HIST1H2BB,ENSG00000276410,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00561056202932932
HIST1H2BB,ENSG00000276410,MONDO_0100096,COVID-19,infectious disease,0.0053582540604848
HIST1H2BB,ENSG00000276410,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.00480453811090112
