gene,cell_type,nsnps,PP.H0,PP.H1,PP.H2,PP.H3,PP.H4,tier,b,se,pval,fdr,or,or_lci,or_uci
POU5F1,CD8 ET,8189,8.1e-47,2.87e-26,2.82e-21,1,6.09e-08,Not colocalized,-0.238520982415245,0.0635433111108528,0.000174260291246941,0.00519227330546767,0.78779215830153,0.695540615204728,0.892279287671373
PPT2,CD8 S100B,10683,1.43e-36,6.31e-24,2.26e-13,1,6.33e-07,Not colocalized,-0.739381243010705,0.0899182871708455,1.98784982540754e-16,1.81972084017428e-14,0.477409224443761,0.400267948108615,0.56941748311595
PRRT1,CD4 ET,10665,1.36e-27,6.17e-24,0.000215,0.98,0.0196,Not colocalized,0.691162886335853,0.114842455181987,1.76196341080882e-09,8.74993333027803e-08,1.99603534637234,1.59372122391549,2.49990841822347
PRSS16,B Mem,3253,1.04e-20,2.31e-17,0.000398,0.886,0.114,Not colocalized,-0.974765128016013,0.152680471932059,1.72130269352784e-10,9.0196261140859e-09,0.377280955884277,0.279705265617818,0.508896103040995
PRSS16,CD8 NC,3253,2.31e-21,4.81e-18,8.83e-05,0.183,0.816,Tier 1 (Strong),-1.96944659474024,0.218706545702907,2.15718385903761e-19,2.77801406118098e-17,0.139534053731576,0.090889442894499,0.214213571243538
PSMB9,CD4 ET,8029,2.72e-19,7.25e-17,0.00373,0.996,0.000169,Not colocalized,0.442307710631422,0.13417590739259,0.000979058438618727,0.0241522273267048,1.55629455514238,1.19640704007893,2.02443872463842
PSMB9,Mono NC,8029,6.98e-21,7.28e-17,9.59e-05,1,4.91e-06,Not colocalized,0.360160107916517,0.11645500932876,0.00198346250683086,0.04209594448855,1.43355892031894,1.14100367260218,1.80112582226765
R3HDM4,CD4 NC,3299,4.02e-13,0.0337,6.68e-13,0.0552,0.911,Tier 1 (Strong),0.350429722585143,0.0877006213631213,6.44898707296588e-05,0.00213971195547575,1.41967748501107,1.19546652263977,1.68593944144657
R3HDM4,CD8 ET,3299,2.77e-26,0.012,4.6e-26,0.019,0.969,Tier 1 (Strong),0.261431692768863,0.0693574781452093,0.000163681911665911,0.00493513954300632,1.29878822191458,1.13370500593464,1.48790985005255
R3HDM4,NK,3299,4.45e-24,0.0741,7.39e-24,0.122,0.803,Tier 1 (Strong),0.247991227186456,0.0687438347603982,0.000309198911004121,0.0088319297962756,1.28144869023428,1.1199155840204,1.46628082431725
RNASEH2C,B Mem,2213,2.42e-05,0.419,4.32e-06,0.0744,0.506,Tier 2 (Moderate),0.331432612170003,0.108843776660912,0.00232656767925192,0.0485639044696595,1.39296227441052,1.12535530213519,1.72420558578203
RNASEH2C,CD4 NC,2213,5.37e-27,0.328,9.59e-28,0.0579,0.614,Tier 2 (Moderate),0.190216518814673,0.0604273434834205,0.00164473224891404,0.0361175596163262,1.20951145129388,1.07441779152399,1.3615913309998
RNASEH2C,CD8 ET,2213,1.96e-10,0.431,3.5e-11,0.0764,0.493,Not colocalized,0.264230493902291,0.0867743360467847,0.00232656767925192,0.0485639044696595,1.30242836350217,1.0987276134532,1.54389461162586
RNASEH2C,CD8 NC,2213,3.48e-06,0.327,6.22e-07,0.0577,0.616,Tier 2 (Moderate),0.328108435878297,0.104232383591999,0.00164473224891404,0.0361175596163262,1.38833950994156,1.13180416312083,1.703021297916
RNASEH2C,NK,2213,7.18e-18,0.36,1.28e-18,0.0637,0.576,Tier 2 (Moderate),0.217077351926712,0.0689604025406803,0.00164473224891404,0.0361175596163262,1.24244020356447,1.08536350979081,1.4222494542228
RNASET2,CD4 SOX4,4831,1.05e-09,0.000963,3.37e-07,0.308,0.691,Tier 2 (Moderate),-0.40480210212514,0.0902249335772714,7.23728407835616e-06,0.000287899918467802,0.667108817213382,0.558979224530833,0.796155124329293
RNASET2,CD8 S100B,4831,6.67e-24,0.000529,2.14e-21,0.169,0.831,Tier 1 (Strong),-0.315492252136477,0.0635190856377298,6.80354795171987e-07,2.98805533740853e-05,0.729429722540376,0.644043080462906,0.82613684746509
RP1-265C24.8,NK,3599,7.13e-24,1.27e-20,0.000362,0.646,0.353,Not colocalized,1.0001458389035,0.14251429450927,2.25286773186447e-12,1.4146519856782e-10,2.71867828860927,2.05611405785648,3.59474787340389
RP1-30M3.5,NK,4932,1.45e-15,5.54e-08,1.05e-10,0.00302,0.997,Tier 1 (Strong),-1.09365249276738,0.177661468674966,7.46887690403809e-10,3.80862595415311e-08,0.33499070534949,0.236485361027364,0.47452735417971
RP11-367G6.3,Mono NC,4785,8.03e-18,2.54e-08,7.36e-12,0.0223,0.978,Tier 1 (Strong),1.06689325280615,0.159062571811954,1.98148591486447e-11,1.10700955743678e-09,2.9063362077815,2.12788943321682,3.96956252557372
RP11-457M11.5,B IN,3611,1.16e-20,1.92e-17,0.000187,0.308,0.692,Tier 2 (Moderate),-2.02424263471336,0.219688237357395,3.13724113045331e-20,4.9659912727468e-18,0.132093848608248,0.0858776577440595,0.203181890360135
RP11-457M11.5,CD4 ET,3611,2.18e-20,4.4e-18,0.000352,0.07,0.93,Tier 1 (Strong),0.666774405842515,0.134135448789983,6.66415274467796e-07,2.94385072988739e-05,1.94794389961982,1.49760763699018,2.53369797425183
RP11-457M11.5,CD8 S100B,3611,5.71e-28,7.71e-18,9.2e-12,0.123,0.877,Tier 1 (Strong),-1.43269583422371,0.150972911343572,2.31579464632229e-21,5.10680053278975e-19,0.238664653871681,0.177532295443356,0.320847634315996
RP11-669E14.6,CD8 ET,3369,1.04e-11,0.176,3.44e-11,0.58,0.244,Not colocalized,0.341832226831052,0.103317030977676,0.000937718022606337,0.0234367813676413,1.40752413291946,1.14950434614553,1.7234594992126
RP11-798G7.5,CD4 NC,3807,2.2e-32,0.179,7e-32,0.568,0.253,Not colocalized,-0.254009844696007,0.0772740000304119,0.00101213348964297,0.0248873471013181,0.775684165634079,0.666665482236086,0.902530490700226
RPP21,Plasma,9670,4.37e-58,9.43e-28,4.63e-31,1,1.77e-25,Not colocalized,0.199361691324965,0.0528532199374896,0.000161952292774821,0.00493513954300632,1.22062337495392,1.10050523648101,1.3538521890619
RXRB,Plasma,8306,1.1e-15,3.46e-14,0.0244,0.769,0.207,Not colocalized,-0.466950582757925,0.144895259543432,0.00126998789239973,0.0300603364687014,0.62691106986301,0.471920239652488,0.832804903231516
SAPCD1-AS1,CD4 NC,10162,2.07e-66,2.92e-26,7.1e-41,1,1.18e-17,Not colocalized,-0.527784712159546,0.0750359343534849,2.0104161246318e-12,1.27292847624604e-10,0.589910344467119,0.509230180570649,0.68337311453015
SCAND3,CD4 NC,3694,1.01e-44,3.97e-24,4.74e-23,0.0176,0.982,Tier 1 (Strong),-1.11020986622577,0.110990762823882,1.48262989346581e-23,5.12046451388782e-21,0.329489805036873,0.265072538209463,0.409561595314897
SESN3,CD4 NC,3272,5.15e-22,2.51e-08,2.16e-17,5.62e-05,1,Tier 1 (Strong),-0.60246842164822,0.0903215632212928,2.55348491576576e-11,1.40589698478175e-09,0.547458608179406,0.458635874469225,0.653483393588836
SESN3,CD8 NC,3272,1.47e-13,2.72e-08,6.16e-09,0.000143,1,Tier 1 (Strong),-0.805808225113737,0.120806096939875,2.55348491576576e-11,1.40589698478175e-09,0.446726724854869,0.352541062160355,0.566075240928347
SKIV2L,CD4 NC,10382,8.31e-30,2.98e-26,0.000279,1,1.81e-05,Not colocalized,-0.663506317369586,0.171848064416562,0.000112921373360829,0.00365096423317269,0.515042263122692,0.367758603933511,0.721311561348279
SKIV2L,CD4 SOX4,10382,1.19e-33,2.98e-26,4.01e-08,1,1.65e-09,Not colocalized,-0.263219672665352,0.0866914815839908,0.00239516268256716,0.0498587563346445,0.768573044276487,0.648472957242062,0.910916203662027
SLC44A4,CD4 ET,10415,1.18e-40,2.99e-26,3.93e-15,1,4.36e-16,Not colocalized,-0.319263369831552,0.0972679175375727,0.00102960678299772,0.0252353301200538,0.726684137422522,0.60055053375493,0.879309576630911
SLC44A4,CD8 ET,10415,1.37e-30,2.99e-26,4.57e-05,0.999,0.000959,Not colocalized,-2.27976192318611,0.230561192654326,4.69862215664157e-23,1.42800524584651e-20,0.102308561112577,0.0651109942988061,0.160756901190769
SLC44A4,NK,10415,1.5e-29,2.99e-26,0.000501,0.999,2.41e-05,Not colocalized,0.579433845611493,0.136971169489058,2.33344205332689e-05,0.000817027314339986,1.78502754344061,1.36474876044346,2.33473253333914
SPATA21,CD4 NC,3697,5.62e-08,0.0685,4.07e-08,0.0487,0.883,Tier 1 (Strong),-0.397828871911829,0.106669534018099,0.000191825528357261,0.00564918745914137,0.671776977736013,0.545037238795886,0.827988026677083
SPCS1,CD4 NC,2500,3.43e-09,0.287,2.03e-09,0.17,0.543,Tier 2 (Moderate),0.295381053180065,0.0904566295088975,0.00109292634724594,0.0263658489995078,1.34363825878087,1.12534095330288,1.60428158698121
SYNCRIP,CD4 SOX4,4581,9.93e-09,0.00825,7.36e-07,0.611,0.381,Not colocalized,-0.428099252252199,0.104893888025987,4.4792172400982e-05,0.00153302218875073,0.651746724258198,0.530629483340347,0.800509217669764
TCF19,Mono C,8178,1.33e-36,2.87e-26,4.62e-11,1,4.02e-12,Not colocalized,0.322146835029697,0.0986498596811808,0.00109248643142455,0.0263658489995078,1.38008740625555,1.13745477186489,1.67447646800273
TCF19,Mono NC,8178,2.53e-58,2.87e-26,8.82e-33,1,7.96e-26,Not colocalized,0.201773033611398,0.0636632922562838,0.00152765611671063,0.0350668615551883,1.22357026726887,1.08003449537607,1.38618183525991
THEMIS2,DC,1924,1.21e-12,0.199,1.26e-13,0.0198,0.781,Tier 2 (Moderate),0.273083113084304,0.0810473194092332,0.000753243478399188,0.0196848041963685,1.31400945166475,1.12101033897708,1.54023631988965
TNF,DC,8472,1.47e-37,2.85e-26,5.1e-12,0.992,0.00821,Not colocalized,-1.64393606429762,0.165094463397178,2.33756461096561e-23,7.40033996421531e-21,0.19321802503025,0.139802968911887,0.267041576349641
TNFRSF14,CD4 ET,3313,0.000321,0.0652,0.000197,0.0392,0.895,Tier 1 (Strong),-0.41324660758256,0.122949924812901,0.0007763359236352,0.0200632664890485,0.661499132009751,0.51984298744875,0.841756284521957
TNFRSF14,CD8 ET,3313,1.26e-07,0.0382,7.73e-08,0.0225,0.939,Tier 1 (Strong),-0.500601042561217,0.116992881182847,1.87817750253766e-05,0.000660666327050052,0.606166218504773,0.48195376648894,0.762391561193056
TNFRSF14,NK,3313,4.58e-07,0.0528,2.81e-07,0.0315,0.916,Tier 1 (Strong),-0.460432797189324,0.114077397823297,5.43368884886359e-05,0.00185135281944689,0.631010486834901,0.504582211070586,0.789116670702286
TRIM31,CD4 NC,7862,7.18e-38,9.43e-28,7.61e-11,1,5.19e-05,Not colocalized,0.314515152013541,0.10286307518487,0.00223109848969922,0.0470189919773243,1.36959510452174,1.11952392127764,1.67552538599551
TRIM39,DC,9613,2.51e-54,9.43e-28,2.66e-27,1,8.26e-10,Not colocalized,-0.610725163180583,0.0715179635995154,1.34844432604637e-17,1.38452432287843e-15,0.542956993859271,0.471941438609946,0.624658639955428
TYMP,B Mem,2673,2.52e-05,0.387,2.89e-06,0.0439,0.569,Tier 2 (Moderate),-0.343159375957993,0.10928413076349,0.00168909814982616,0.0366679078353692,0.709525121302586,0.572721183034433,0.879006945564965
TYMP,DC,2673,2.92e-09,0.24,3.35e-10,0.0268,0.734,Tier 2 (Moderate),-0.278164281230991,0.0885854906307473,0.00168909814982617,0.0366679078353692,0.757172422078798,0.636486645171843,0.900741721928646
TYMP,Mono C,2673,7.41e-15,0.133,8.51e-16,0.0145,0.852,Tier 1 (Strong),-0.26377779107981,0.0732910459749686,0.000319387613889776,0.00905487720274076,0.768144209189132,0.665359195068556,0.886807502600157
TYMP,Mono NC,2673,2.25e-07,0.174,2.58e-08,0.0192,0.807,Tier 1 (Strong),-0.334236946540102,0.0928682256194643,0.000319387613889777,0.00905487720274076,0.715884135860336,0.596749012384906,0.858803425460791
U91328.19,CD4 ET,4317,4.91e-25,5e-15,3.65e-11,0.37,0.63,Tier 2 (Moderate),-1.21409403072622,0.147326082306301,1.7097320090974e-16,1.58421265916123e-14,0.296978946253872,0.222494443205154,0.396398639208878
VARS2,CD8 S100B,9414,1.61e-36,8.26e-28,1.7e-09,0.876,0.124,Not colocalized,0.578219796896878,0.095641874736846,1.48784731232567e-09,7.43727886779633e-08,1.78286174800254,1.47810627185289,2.1504516102933
VARS2,Plasma,9414,6.32e-48,9.43e-28,6.71e-21,1,1.55e-06,Not colocalized,1.05497687531149,0.109872642680737,7.85482620096131e-22,2.01524574868563e-19,2.87190874113838,2.31550196520869,3.56201805973579
VPS52,Mono NC,8191,2.17e-19,7.7e-14,2.8e-06,0.994,0.00569,Not colocalized,0.796060743197818,0.103216831111018,1.2336793443036e-14,9.37349565801876e-13,2.2167911962871,1.81077649169612,2.71384305598809
VPS52,NK R,8191,5.56e-36,2.36e-15,7.18e-23,0.0295,0.971,Tier 1 (Strong),1.19504313386239,0.137913364892201,4.50828802156087e-18,4.82450315321402e-16,3.30370026878118,2.52119485679976,4.32907255720763
VWA7,CD4 NC,10218,5.07e-39,2.93e-26,1.73e-13,1,1.18e-07,Not colocalized,0.8410526709648,0.0969769151266541,4.21955258058479e-18,4.58002292961189e-16,2.31880663289366,1.91741498579699,2.80422560613122
XXbac-BPG181B23.7,CD4 ET,8524,2.31e-31,2.87e-26,8.05e-06,1,6.73e-07,Not colocalized,-0.425120383808257,0.120082163532803,0.000399754418445367,0.0111315306594424,0.653691086570501,0.516602569568512,0.827158171161695
XXbac-BPG181B23.7,CD8 NC,8524,5.21e-28,2.82e-26,0.0182,0.981,0.000684,Not colocalized,0.581799068102292,0.14847604370268,8.91124565134919e-05,0.00291843295081686,1.78925452764152,1.33747836297877,2.39363256505743
XXbac-BPG181B23.7,Mono C,8524,1.06e-32,2.87e-26,3.68e-07,1,3.65e-07,Not colocalized,0.559824131851932,0.109487103450974,3.16828229486033e-07,1.43289338549695e-05,1.75036463983782,1.41231388014575,2.16933106405384
XXbac-BPG252P9.10,B IN,10663,3.76e-44,1.01e-27,3.74e-17,1,1.33e-17,Not colocalized,-0.258933131810111,0.0689812207920276,0.00017426029124694,0.00519227330546767,0.771874635177755,0.674262131484711,0.883618439491588
XXbac-BPG252P9.10,CD8 ET,10663,6.92e-31,1e-27,0.000689,0.998,9e-04,Not colocalized,1.53213479854158,0.156524706587542,1.2621157230226e-22,3.4248411655449e-20,4.62804623029547,3.40534540038449,6.28976194524459
XXbac-BPG252P9.10,CD8 S100B,10663,2.29e-50,1.01e-27,2.28e-23,1,1.61e-10,Not colocalized,0.310315027904639,0.06471057288197,1.6232618051599e-06,6.85196844200276e-05,1.36385469875103,1.20139370662922,1.54828482040596
XXbac-BPG252P9.10,Mono C,10663,2.25e-30,6.6e-28,0.00223,0.656,0.341,Not colocalized,1.29167174755742,0.150864129328307,1.11098105583552e-17,1.17239361975532e-15,3.63886473698077,2.70737100201801,4.89084671593672
XXbac-BPG252P9.9,CD8 NC,10784,4.01e-49,1.02e-27,3.94e-22,0.999,0.000929,Not colocalized,-1.42215037926809,0.128675935069833,2.13940747910805e-28,4.06380450656574e-25,0.241194798544563,0.187428992492664,0.310383842282189
XXbac-BPG252P9.9,NK,10784,1.86e-37,1.02e-27,1.83e-10,1,1.09e-11,Not colocalized,-0.401388360995389,0.102493323308568,8.99410475646845e-05,0.00293292737938401,0.669390045566869,0.547564358362038,0.818320305661225
XXbac-BPG299F13.17,DC,8143,1e-28,2.85e-26,0.00348,0.992,0.00458,Not colocalized,0.439387918529221,0.119444072209628,0.000234510392276189,0.00674928015346394,1.55175712599002,1.22786579586564,1.96108580120779
XXbac-BPG299F13.17,Mono C,8143,1.35e-29,2.87e-26,0.000471,1,2.31e-05,Not colocalized,1.59344238466405,0.16778942511155,2.16689838187496e-21,5.10680053278975e-19,4.92065860654401,3.54158763633005,6.83673075706977
XXbac-BPG299F13.17,Mono NC,8143,8.46e-29,2.85e-26,0.00295,0.993,0.00361,Not colocalized,0.938657337868148,0.117463693480553,1.33802684623568e-15,1.08152425294667e-13,2.55654653468076,2.03079734890435,3.21840590717455
XXbac-BPG299F13.17,NK R,8143,3.07e-30,2.87e-26,0.000107,1,5.57e-06,Not colocalized,0.672506400909395,0.133904061617827,5.10562876086018e-07,2.29541818491217e-05,1.95914156626902,1.50689981871464,2.54710739825889
YWHAB,B Mem,3592,1.5e-05,0.181,2.4e-06,0.0283,0.791,Tier 2 (Moderate),-0.48294097676553,0.139126489541232,0.000518067112545385,0.0141183439646656,0.616966237641798,0.46971511973738,0.81037914768998
YWHAB,CD4 NC,3592,3.47e-08,0.413,5.57e-09,0.0659,0.521,Tier 2 (Moderate),-0.308523403717993,0.100657702270995,0.00217615440852908,0.0460568835543286,0.734530761247211,0.603015426195058,0.894729082840881
YWHAB,CD8 ET,3592,1.08e-21,0.421,1.73e-22,0.0672,0.511,Tier 2 (Moderate),-0.210082775005675,0.0689309195398707,0.00230577625907492,0.0483958232498653,0.810517152631491,0.708087661479578,0.927763736677972
ZBTB22,DC,7988,1.5e-24,2.54e-15,1.21e-11,0.0195,0.98,Tier 1 (Strong),-1.59692784171047,0.178608831815696,3.85932654489005e-19,4.80707591607781e-17,0.202517729797944,0.142701370273356,0.287407407538894
ZBTB22,Plasma,7988,3.17e-21,1.24e-13,2.57e-08,1,0.000138,Not colocalized,-0.351372498605004,0.080630002653368,1.31353481777427e-05,0.000475249406926139,0.703721569724008,0.6008515957511,0.824203599019759
ZBTB9,B IN,7225,2.88e-28,2.23e-14,6.12e-17,0.00375,0.996,Tier 1 (Strong),-1.24840028162827,0.168546173872919,1.29311163124969e-13,9.63241389630897e-12,0.286963490639928,0.206232566702374,0.399296998902668
ZBTB9,B Mem,7225,7.61e-34,1.43e-14,1.62e-22,0.00204,0.998,Tier 1 (Strong),-1.19169112093422,0.13702875986211,3.41826666780838e-18,3.76405654232001e-16,0.303707223892964,0.232174162094965,0.397279684407964
ZFP36L1,B IN,3319,0.000987,0.178,0.000319,0.0569,0.763,Tier 2 (Moderate),0.41840017906473,0.118581623993072,0.000418122812430651,0.0115945150687886,1.51952863629582,1.20439840828151,1.91711252742153
ZFP57,B IN,7169,1.37e-86,9.75e-28,1.41e-59,1,1.74e-17,Not colocalized,-0.322106017086709,0.0446863250302018,5.6714493862351e-13,3.95336444372608e-11,0.724621364011544,0.66385520758798,0.790949766124057
ZFP57,B Mem,7169,1.66e-55,9.75e-28,1.7e-28,1,1.31e-09,Not colocalized,-0.509459747220166,0.0638812073289512,1.52243391957193e-15,1.21762662325342e-13,0.600820085868024,0.530112032030125,0.680959408146287
ZFP57,CD4 ET,7169,5.2e-52,9.75e-28,5.34e-25,1,3.24e-15,Not colocalized,-0.453040605297131,0.0623045188503931,3.55800708832209e-13,2.50312387565474e-11,0.635692320626783,0.562616271011246,0.718259935457478
ZFP57,CD4 NC,7169,2.58e-52,9.75e-28,2.64e-25,1,5.89e-23,Not colocalized,0.364058043635284,0.0648126406309365,1.94207075855171e-08,9.33914786295943e-07,1.43915774568109,1.26747314388035,1.63409775343485
ZFP57,CD8 S100B,7169,1.33e-108,9.75e-28,1.36e-81,1,2.76e-18,Not colocalized,-0.291462585465907,0.040083462581538,3.55800708832209e-13,2.50312387565474e-11,0.74716996809626,0.690716252888181,0.808237766073448
ZKSCAN3,Mono C,3666,7.71e-27,1.58e-20,4.88e-07,0.999,0.000813,Not colocalized,0.879162707770168,0.11528489252517,2.42147919236309e-14,1.82162365381928e-12,2.40888192368091,1.92168867634807,3.01959011033149
ZKSCAN4,CD8 S100B,3661,2.89e-28,1.32e-20,1.81e-08,0.824,0.176,Not colocalized,-1.24723118194148,0.136734465825456,7.4052878993866e-20,1.12530754919079e-17,0.287299175753403,0.219757473265854,0.375599587863527
ZKSCAN4,Mono C,3661,3.01e-34,1.6e-20,1.89e-14,1,4.17e-05,Not colocalized,0.722412235564857,0.10406860696271,3.87430693626181e-12,2.39325073997701e-10,2.0593949695599,1.67940198026672,2.52536777405434
ZKSCAN8,Mono NC,3638,1.81e-24,1.57e-20,9.26e-05,0.801,0.199,Not colocalized,1.17092705034658,0.14527068058688,7.60997926458899e-16,6.21727123143527e-14,3.22498097287489,2.42588526716449,4.28730180119432
ZNF165,CD4 ET,3556,2.46e-26,1.98e-20,1.24e-06,1,4.36e-07,Not colocalized,-0.878201212907801,0.124758915062053,1.93366056421688e-12,1.24508075990846e-10,0.415529689274768,0.325390692966735,0.530638787159278
ZNF165,NK,3556,6.59e-27,1.96e-20,3.33e-07,0.989,0.0111,Not colocalized,0.894864723375762,0.124675969804892,7.09853757575757e-13,4.77298128323947e-11,2.44700474453016,1.91649849884389,3.1243605060819
ZNF322,DC,3704,1.32e-26,5.91e-19,2.11e-10,0.00842,0.992,Tier 1 (Strong),-1.65629323856145,0.166085849357979,2.01076348842144e-23,6.64251347175047e-21,0.190845087818857,0.137817972648255,0.264275020483321
ZNF391,CD4 ET,3248,2.24e-41,1.76e-18,1.85e-24,0.145,0.855,Tier 1 (Strong),-1.03097799460257,0.110103649164312,7.6989204922344e-21,1.49990763846146e-18,0.356657980366823,0.287428499529243,0.442561942074919
ZNF85,B Mem,4948,1.06e-15,0.261,1.25e-15,0.306,0.433,Not colocalized,-0.4208890192843,0.129500293549329,0.00115364073169729,0.0274986241374536,0.65646295209484,0.509304303832672,0.846141696094238
ZNRD1-AS1,Mono NC,7808,1.79e-35,9.43e-28,1.89e-08,1,4.32e-06,Not colocalized,-0.352729208548438,0.107540579940911,0.00103820409406557,0.025364227352766,0.70276747103689,0.569208348821477,0.867664923345114
ZNRD1-AS1,NK R,7808,1.32e-75,9.43e-28,1.4e-48,1,3.16e-27,Not colocalized,0.184379456391836,0.0547571980173121,0.000759304703021017,0.0196920430158724,1.20247202223183,1.08010185651594,1.33870611880479
ZSCAN12,CD8 S100B,3743,1.98e-29,9.58e-22,2.07e-08,1,5.24e-07,Not colocalized,0.691023639434192,0.106920006181942,1.02649580709657e-10,5.41619107105539e-09,1.99575742398512,1.61843628565688,2.46104695667714
ZSCAN12,Mono C,3743,4.82e-36,2.05e-24,5.03e-15,0.00115,0.999,Tier 1 (Strong),1.61205545215882,0.145198042904811,1.22037973465115e-28,4.06380450656574e-25,5.01310484236401,3.77147921062092,6.66349163207928
ZSCAN16,NK R,3594,9.54e-25,2.08e-21,4.84e-05,0.105,0.895,Tier 1 (Strong),-2.50017022791864,0.237285800205772,5.86187952740162e-26,2.96923737661317e-23,0.0820710266546749,0.0515475603094995,0.130668714013048
ZSCAN31,CD8 NC,3711,1.86e-25,9.01e-21,1.17e-05,0.57,0.43,Not colocalized,-1.42808677097927,0.160624117248865,6.06369520091764e-19,6.98059941463216e-17,0.239767213286777,0.175010371554855,0.328485198086035
ZSCAN9,CD8 NC,3660,1.89e-33,1.68e-20,1.12e-13,1,1.03e-12,Not colocalized,0.446838356030318,0.0923285065428247,1.30063032497365e-06,5.58315774528235e-05,1.56336157089059,1.30457130280311,1.87348855220554
