id.exposure,gene,cell_type,method,nsnp,b,se,pval,fdr,or,or_lci,or_uci
CD4 NC|BTN3A2,BTN3A2,CD4 NC,Wald ratio,1,-0.459061340849575,0.0683276781608645,1.83570911725965e-11,1.03316428688435e-09,0.631876483870344,0.552675864172201,0.722426863106051
CD4 NC|CDK5R1,CDK5R1,CD4 NC,Wald ratio,1,0.222755412022747,0.0664633578637702,0.000803598929377321,0.0206974395437589,1.24951492003106,1.09689913473777,1.42336472510162
CD4 NC|MDH1,MDH1,CD4 NC,Wald ratio,1,0.363443498076638,0.11536687941732,0.00163087314001941,0.0361175596163262,1.43827358938528,1.14720025646287,1.80319949047203
CD4 NC|HLA-DMA,HLA-DMA,CD4 NC,Wald ratio,1,1.1534368501367,0.248791228590146,3.54934999827256e-06,0.000146565006993885,3.16906581900058,1.94605849440137,5.16067641031888
CD4 NC|HLA-A,HLA-A,CD4 NC,Wald ratio,1,-0.29906308895516,0.0727252844631788,3.91855798215539e-05,0.00135950701134323,0.741512626702433,0.643003799010525,0.855113105716101
CD4 NC|KISS1R,KISS1R,CD4 NC,Wald ratio,1,0.305236970465642,0.0960267994815196,0.00147955279618232,0.0341691250619857,1.35694652115854,1.12414690741925,1.63795661326099
CD4 NC|ALDH7A1,ALDH7A1,CD4 NC,Wald ratio,1,-1.17294437808044,0.317642821777273,0.000221927678363416,0.00641143155971573,0.309454447669029,0.166040373097845,0.576739580835034
CD4 NC|TRIM31,TRIM31,CD4 NC,Wald ratio,1,0.314515152013541,0.10286307518487,0.00223109848969922,0.0470189919773243,1.36959510452174,1.11952392127764,1.67552538599551
CD4 NC|EGFL8,EGFL8,CD4 NC,Wald ratio,1,-0.653568858760722,0.150382466711551,1.38614600758888e-05,0.000499143950979161,0.520185989749679,0.38739187804807,0.698500612081177
CD4 NC|BTN2A1,BTN2A1,CD4 NC,Wald ratio,1,0.40499503296801,0.07768769972036,1.85694146731715e-07,8.55093410222772e-06,1.49929505299178,1.2875319148945,1.74588732902191
CD4 ET|ZNF165,ZNF165,CD4 ET,Wald ratio,1,-0.878201212907801,0.124758915062053,1.93366056421688e-12,1.24508075990846e-10,0.415529689274768,0.325390692966735,0.530638787159278
