cell_type,pathway,pval,padj,log2err,ES,NES,size,leadingEdge,FDR_within_celltype,FDR_across_all_evaluable_tests,test_status,pathway_label
CD4_NC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,5.82443797026295e-23,2.91221898513147e-21,1.23789667319529,0.650983078255399,2.70425037551519,158,AREG|NR4A2|SAT1|FOS|TNFAIP3|IL1B|CD83|G0S2|MXD1|SGK1|EIF1|CDKN1A|NFIL3|MAP3K8|NFKBIA|GADD45A|JUNB|MARCKS|IER3|NINJ1|CCNL1|FOSB|KLF4|ATF3|PLK2|EGR2|HBEGF|NR4A1|CXCL2|PTGS2|RHOB|PLEK|SLC2A3|ZFP36|CD69|EGR1|IL23A|DUSP1|RIPK2|PLAUR|JUN|GADD45B|DUSP2|BTG3|PHLDA2|BTG2|PTX3|SLC2A6|BIRC3|MAFF|TRIB1|DRAM1|ZC3H12A|BCL2A1|RNF19B|TNF|VEGFA|CCL5|PPP1R15A|TUBB2A|IRS2|HES1|ID2|CCL4|DUSP4|NAMPT|REL|NFKBIE|PER1|IFNGR2|ZBTB10|TNFAIP2|SOD2|SOCS3|IER2|KLF10,2.91221898513147e-21,5.82443797026295e-21,Evaluated,TNFA SIGNALING VIA NFKB
CD4_NC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.594957983193277,0.676088617265088,0.0617054053637523,0.240314127978368,0.94227184521641,104,ATF4|SERP1|ATF3|SPCS1|SEC11A|DNAJB9|EIF4A1|EIF4EBP1|LSM1|VEGFA|TUBB2A|KIF5B|NHP2|LSM4|RPS14|CNOT2|DCP2|PARN|HSP90B1|YIF1A|HSPA5,0.676088617265088,0.661064425770308,Evaluated,UNFOLDED PROTEIN RESPONSE
CD4_NC,HALLMARK_UV_RESPONSE_DN,0.00666455056120448,0.020826720503764,0.407017918923954,-0.380604893262269,-1.48551465857868,84,MYC|ERBB2|DBP|SMAD3|SLC7A1|FYN|PTEN|TGFBR2|CDK13|MAPK14|NEK7|PRDM2|PIK3CD|ADD3|IGF1R|CELF2|AKT3|ZMIZ1|ATP2B4|NOTCH2|IRS1|RUNX1|SPOP|WDR37|SFMBT1|PHF3|ATRN|SIPA1L1|PTPRM|NFKB1|SCAF8|SYNE1|CITED2|NR1D2|INPP4B|DYRK1A|PRKCA|LDLR|PRKAR2B,0.020826720503764,0.0222151685373483,Evaluated,UV RESPONSE DN
CD4_NC,HALLMARK_UV_RESPONSE_UP,0.0114371151722237,0.030097671505852,0.380730400722792,0.364024466472088,1.44201081590792,115,FOS|MRPL23|NFKBIA|JUNB|FOSB|ATF3|NR4A1|CXCL2|DNAJB1|RHOB|AP2S1|BTG3|BTG2|HMOX1|CREG1|SELENOW|APOM|SLC25A4|PARP2|LYN|POLR2H|ATP6V1F|SOD2|AMD1,0.030097671505852,0.0326774719206393,Evaluated,UV RESPONSE UP
CD4_NC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.000157245569674498,0.00131037974728748,0.518848077743792,-0.628149992560287,-1.94265426332669,28,MYC|MAML1|CTNNB1|LEF1|NOTCH1|DVL2|NCOR2|CCND2|TCF7|CUL1|AXIN1|PTCH1,0.00131037974728748,0.00142950517885907,Evaluated,WNT BETA CATENIN SIGNALING
CD4_NC,HALLMARK_XENOBIOTIC_METABOLISM,0.0579470198675497,0.111436576668365,0.241339976815091,0.322863832307587,1.28857726533772,117,GABARAPL1|MT2A|NINJ1|CD36|CDA|HPRT1|BPHL|ALDH2|DDT|AQP9|HMOX1|SPINT2|GSTO1|SLC35B1|ID2|UPP1|PMM1|AKR1C3|BLVRB|FBP1|KYNU|SERTAD1|CYB5A|COMT|PTS|ACP1|HACL1|PSMB10|TMEM176B|DCXR|DHRS7|CDO1|JUP|GSS|IRF8|LCAT,0.111436576668365,0.113621607583431,Evaluated,XENOBIOTIC METABOLISM
CD8_NC,HALLMARK_ADIPOGENESIS,0.04,0.0869565217391304,0.282013350011725,0.370578011939078,1.35654022227172,106,UBC|COX7B|GPX4|COX6A1|DNAJC15|DECR1|TALDO1|UQCRQ|CD36|CYC1|UQCR10|ETFB|MGST3|SDHC|DNAJB9|BCL2L13|DDT|COX8A|SUCLG1|ATP1B3|SOD1|REEP5|NDUFB7|PEMT|MDH2,0.0869565217391304,0.0888888888888889,Evaluated,ADIPOGENESIS
CD8_NC,HALLMARK_ALLOGRAFT_REJECTION,0.0150296285757497,0.0395516541467098,0.380730400722792,0.386214245904041,1.41686348020552,110,IL1B|SRGN|HLA-DRA|LY86|HLA-A|LYN|IGSF6|RPS9|SPI1|GZMB|CTSS|CCL4|HLA-DQA1|HLA-DMB|HLA-DMA|RPS19|RPS3A|B2M|CAPG|CD3D|AKT1|NCF4|RPL9|PF4|CD74|CD8B|CCL5|NME1|CD3E|IFNGR2|TIMP1|RPL39|UBE2N|CD79A|CRTAM|UBE2D1,0.0395516541467098,0.0395516541467098,Evaluated,ALLOGRAFT REJECTION
CD8_NC,HALLMARK_ANDROGEN_RESPONSE,0.144758735440932,0.247440273037543,0.148261500475107,0.387731212472931,1.24493046892764,51,SAT1|SGK1|ZBTB10|SRP19|DBI|PA2G4|DNAJB9|B2M|ADRM1|AKT1|TMEM50A,0.247440273037543,0.222705746832203,Evaluated,ANDROGEN RESPONSE
CD8_NC,HALLMARK_ANGIOGENESIS,0.218216318785579,0.340962998102467,0.126875729929857,0.606320579401048,1.24483628190134,7,S100A4|VCAN|PF4|TIMP1|LRPAP1,0.340962998102467,0.311737598265113,Evaluated,ANGIOGENESIS
CD8_NC,HALLMARK_APICAL_JUNCTION,0.00474838141097428,0.0197968797154594,0.407017918923954,-0.441851666132219,-1.61060107313798,63,MYH9|PTEN|SHC1|ZYX|MAPK14|ACTN1|PTPRC|GTF2F1|PLCG1|PIK3CB|YWHAH|VASP|LDLRAP1|MAPK13|AMIGO2|AKT2|CAP1|CNN2|ARHGEF6|VCL|DLG1|PECAM1|NF1|CDK8,0.0197968797154594,0.0182740428142702,Evaluated,APICAL JUNCTION
CD8_NC,HALLMARK_APICAL_SURFACE,0.832962138084633,0.832962138084633,0.0590954798717342,-0.285332875283583,-0.74363230436074,15,CRYBG1|NCOA6|ADAM10|IL2RB,0.832962138084633,0.876802250615403,Evaluated,APICAL SURFACE
CD8_NC,HALLMARK_APOPTOSIS,0.00110798489948923,0.0079141778534945,0.45505986738723,0.460853745410612,1.63303633466629,88,IL1B|SAT1|IFITM3|CD14|GPX4|TSPO|IER3|RHOT2|JUN|GADD45B|CD69|MGMT|BAX|SOD2|ENO2|DDIT3|GPX1|LGALS3|BTG3|BIRC3|BTG2|SOD1|HMGB2|XIAP|HSPB1|TIMP1|DPYD|PAK1|DNM1L|CASP4|CASP6,0.0079141778534945,0.00692490562180769,Evaluated,APOPTOSIS
CD8_NC,HALLMARK_BILE_ACID_METABOLISM,0.751700680272109,0.799681574757563,0.0513223330421143,0.291312732160982,0.811348284263224,23,HSD17B11|PRDX5|SOD1|GSTK1,0.799681574757563,0.826044703595724,Evaluated,BILE ACID METABOLISM
CD8_NC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.148464163822526,0.247440273037543,0.148261500475107,0.466659526887988,1.28827782056325,22,ANXA5|LGALS3|S100A11|ETHE1|GUSB,0.247440273037543,0.224945702761402,Evaluated,CHOLESTEROL HOMEOSTASIS
CD8_NC,HALLMARK_COAGULATION,0.286467486818981,0.421275715910266,0.103576326612592,0.392944503519254,1.11648224139099,27,SERPINA1|PLEK|CTSH|MSRB2|PF4|KLF7|TIMP1,0.421275715910266,0.397871509470806,Evaluated,COAGULATION
CD8_NC,HALLMARK_COMPLEMENT,0.00391830953341997,0.0197968797154594,0.407017918923954,0.432414341002025,1.54993542261843,92,S100A9|TNFAIP3|FCER1G|FCN1|LYN|S100A12|GZMB|CTSS|SERPINA1|PLEK|CDA|ATOX1|CD36|CTSH|GRB2|ANXA5|LGALS3|CTSD|CTSC|RCE1|CALM1|PFN1|HSPA5|CCL5|ZEB1|USP8|TIMP1|AKAP10,0.0197968797154594,0.0170361284061738,Evaluated,COMPLEMENT
CD8_NC,HALLMARK_DNA_REPAIR,0.00575660317246187,0.0210331548391597,0.407017918923954,0.411445707485348,1.50091892904213,101,GPX4|DAD1|ITPA|GTF2A2|CDA|POLR2F|NME4|COX17|VPS28|APRT|ERCC1|ADRM1|SURF1|RPA3|EDF1|TAF12|EIF1B|NT5C3A|POLR2G|NME3|GMPR2|MRPL40|MPC2|POLR2J|POLR2I|POLR2K|NME1|DUT|DGUOK|POLR1D|PRIM1|SUPT4H1|TAF9|POLE4|UPF3B|GUK1|BCAP31|MPG,0.0210331548391597,0.0210331548391597,Evaluated,DNA REPAIR
CD8_NC,HALLMARK_E2F_TARGETS,0.523121387283237,0.568610203568736,0.0972150808846466,-0.245737983368617,-0.96464311945802,105,MCM3|PRKDC|NCAPD2|CNOT9|NBN|ASF1A|MYC|GSPT1|LBR|PRPS1|TUBB|ILF3|PSIP1|CBX5|EED|SMC1A|TACC3|ORC2|SLBP,0.568610203568736,0.594456121912769,Evaluated,E2F TARGETS
CD8_NC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00729403466596912,0.0243134488865637,0.407017918923954,0.553257590880122,1.66810707463098,35,TNFAIP3|SAT1|CXCL8|LGALS1|GLIPR1|JUN|GADD45B|ID2|ENO2|CAPG|MCM7|VCAN|GPX7,0.0243134488865637,0.0227938583311535,Evaluated,EPITHELIAL MESENCHYMAL TRANSITION
CD8_NC,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0224041916613604,0.056010479153401,0.352487857583619,-0.436956587063843,-1.50622152080322,48,FKBP5|CISH|FCMR|ABHD2|NCOR2|SH3BP5|RASGRP1|ISG20L2|MYC|TIAM1|MED13L|ABLIM1|NRIP1|MYBBP1A|FLNB|AFF1|AQP3|AKAP1|ADD3|ELOVL5|FKBP4|RARA|AMFR|IL6ST,0.056010479153401,0.056010479153401,Evaluated,ESTROGEN RESPONSE EARLY
CD8_NC,HALLMARK_ESTROGEN_RESPONSE_LATE,0.0240440063987646,0.057247634282773,0.352487857583619,0.451443697878869,1.43174816575428,49,FOS|S100A9|SGK1|ZFP36|DUSP2|SERPINA1|ID2|COX6C|ETFB|NXT1|BTG3,0.057247634282773,0.0586439180457674,Evaluated,ESTROGEN RESPONSE LATE
CD8_NC,HALLMARK_FATTY_ACID_METABOLISM,0.0509554140127389,0.106157112526539,0.252961123069611,0.395651531842759,1.3583607042825,75,MIF|LGALS1|S100A10|DECR1|CD36|ENO2|HSD17B11|SDHC|HSD17B10|SUCLG1|OSTC|LDHA|SUCLG2|HADHB|MDH2|ODC1|PRDX6,0.106157112526539,0.106149842487331,Evaluated,FATTY ACID METABOLISM
CD8_NC,HALLMARK_G2M_CHECKPOINT,0.00472543960829691,0.0197968797154594,0.407017918923954,-0.381332261958521,-1.49727369622999,101,MCM3|UPF1|SMAD3|TGFB1|LIG3|RBM14|TOP1|G3BP1|CHMP1A|NUP50|MYC|MAPK14|GSPT1|NUMA1|LBR|PURA|ILF3|HNRNPU|TNPO2|PRMT5|PML|CDC27|SLC38A1|SMC1A|TACC3|CUL4A|HSPA8|TLE3|RPS6KA5|CUL3|LMNB1|HIF1A|SS18|NOLC1|NSD2,0.0197968797154594,0.0182740428142702,Evaluated,G2M CHECKPOINT
CD8_NC,HALLMARK_GLYCOLYSIS,0.00180165488799777,0.0112603430499861,0.45505986738723,0.475373354650731,1.62679783618294,72,MIF|IER3|TALDO1|AKR1A1|ENO2|GLRX|TXN|SDHC|PPIA|LHPP|STMN1|CXCR4|VCAN|SOD1|NDUFV3|LDHA|GUSB|PGLS|HAX1|CYB5A|TPI1|MDH2|HSPA5,0.0112603430499861,0.00948239414735671,Evaluated,GLYCOLYSIS
CD8_NC,HALLMARK_HEDGEHOG_SIGNALING,0.0631578947368421,0.121457489878543,0.261663521711573,-0.71931326318795,-1.47869352083712,7,MYH9|LDB1|PML|TLE3|NF1,0.121457489878543,0.121457489878543,Evaluated,HEDGEHOG SIGNALING
CD8_NC,HALLMARK_HEME_METABOLISM,0.112637362637363,0.208587708587709,0.222056046145248,-0.314278046211036,-1.21599170516696,92,NEK7|ADD1|RBM38|TOP1|SLC10A3|XPO7|TRAK2|HDGF|MKRN1|RNF19A|RBM5|CDC27|SDCBP|LPIN2|KDM7A|AQP3|ADIPOR1|FOXJ2|GAPVD1|EZH1|EPB41|DCAF11|LRP10|VEZF1|NARF|SYNJ1|HAGH|ALAD|CDR2|ACSL6|FBXO34|NFE2L1|SLC25A37,0.208587708587709,0.201138147566719,Evaluated,HEME METABOLISM
CD8_NC,HALLMARK_HYPOXIA,4.25081406725064e-05,0.000511114866058124,0.557332238758646,0.538477955075617,1.84871594175405,75,MIF|FOS|MT2A|TNFAIP3|PPP1R15A|DUSP1|ZFP36|IER3|JUN|MT1E|KLF6|S100A4|ENO2|DDIT3|GLRX|PRDX5|ANXA2|CXCR4|PLAC8|LDHA|TPI1|KLF7|HSPA5|KDM3A|SLC2A3|ENO1|CCNG2|GAPDH,0.000511114866058124,0.00047231267413896,Evaluated,HYPOXIA
CD8_NC,HALLMARK_IL2_STAT5_SIGNALING,0.377235772357724,0.483635605586825,0.083129129135339,0.300197093209933,1.04137651494428,82,NFKBIZ|IFITM3|GPX4|GADD45B|KLF6|GSTO1|PRAF2|ICOS|CAPG|CTSZ|CD48|PRNP|GLIPR2|CST7|ODC1|SLC2A3,0.483635605586825,0.477513635895853,Evaluated,IL2 STAT5 SIGNALING
CD8_NC,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.343383584589615,0.471168497874729,0.0899860794997137,0.36117296229882,1.09066038234375,36,IL1B|CD14|JUN|CD36|GRB2|CSF3R|HAX1|PF4,0.471168497874729,0.452811283671818,Evaluated,IL6 JAK STAT3 SIGNALING
CD8_NC,HALLMARK_INFLAMMATORY_RESPONSE,0.0142884248952457,0.0395516541467098,0.380730400722792,0.441692557666491,1.48946342183239,66,IL1B|NFKBIA|CXCL8|RGS1|CD14|LYN|IFITM1|CD69|NAMPT|KLF6|CSF3R|ADRM1|CYBB|FPR1|BTG2|CD48|CCL5|SRI|IFNGR2|TIMP1|NMI,0.0395516541467098,0.0388811963333092,Evaluated,INFLAMMATORY RESPONSE
CD8_NC,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.368831168831169,0.483635605586825,0.112378519110475,-0.284828631571243,-1.04424531074894,67,TRIM26|PARP12|ADAR|IRF2|DDX60|TRAFD1|OGFR|UBA7|PARP9|IFI44|TRIM25|MX1|MOV10|IFIH1|TMEM140|PARP14|CNP,0.483635605586825,0.472860472860473,Evaluated,INTERFERON ALPHA RESPONSE
CD8_NC,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.3486646884273,0.471168497874729,0.0824344091527096,0.281822491675368,1.05479027880453,123,MT2A|TNFAIP3|NFKBIA|IFITM3|HLA-A|IFITM2|HLA-DQA1|CD69|TNFAIP2|HLA-DMA|HLA-B|NAMPT|VAMP5|SOD2|PSMB2|B2M|FPR1|PSME2|SLC25A28|IFI35|HLA-DRB1|CD74|CCL5|PSMB8|SRI|VAMP8|PSMA2|NMI,0.471168497874729,0.452811283671818,Evaluated,INTERFERON GAMMA RESPONSE
CD8_NC,HALLMARK_KRAS_SIGNALING_DN,0.467592592592593,0.535287081339713,0.0908241419007155,-0.354347585062618,-0.987856530432794,19,KMT2D|PTPRJ|MAST3|MX1|CD40LG|MFSD6|SIDT1|CAMK1D,0.535287081339713,0.547735618115055,Evaluated,KRAS SIGNALING DN
CD8_NC,HALLMARK_KRAS_SIGNALING_UP,0.00972252619447973,0.0303828943577492,0.380730400722792,0.479176157330831,1.53854262709496,51,IL1B|TNFAIP3|PPP1R15A|FCER1G|TMEM176B|CTSS|ID2|GLRX|CXCR4|BIRC3,0.0303828943577492,0.0285956652778816,Evaluated,KRAS SIGNALING UP
CD8_NC,HALLMARK_MITOTIC_SPINDLE,4.59051880060098e-07,7.65086466766829e-06,0.674962860011025,-0.508850614416923,-2.00864610399126,107,MYH9|FLNA|SPTBN1|PREX1|PXN|ARHGEF2|MID1IP1|CEP250|SUN2|PPP4R2|SPTAN1|ARHGAP27|SOS1|APC|LATS1|TIAM1|NUMA1|CKAP5|EZR|MAP3K11|PCM1|CSNK1D|ARHGAP5|RABGAP1|CDC27|FLNB|ABR|YWHAE|SMC1A|MYO9B|ARF6|AKAP13|NIN|VCL|EPB41|PCNT|LMNB1|RASA2|DLG1|ARFGEF1|NF1|STK38L|TUBGCP3,7.65086466766829e-06,7.65086466766829e-06,Evaluated,MITOTIC SPINDLE
CD8_NC,HALLMARK_MTORC1_SIGNALING,0.498456790123457,0.553840877914952,0.066132620475844,0.267810043515585,0.986863140777597,115,PPP1R15A|SEC11A|NAMPT|SERP1|DDIT3|GLRX|IFRD1|PPIA|CXCR4|PSMD13|BTG2|CTSC|LDHA|TPI1|HSPA5|SLC2A3|PDAP1|PRDX1|ENO1|GAPDH|RAB1A|HSP90B1|UFM1|CYB5B|SDF2L1|ATP5MC1|SYTL2|UBE2D3|PGK1|TUBA4A|PPA1|CORO1A|PSMB5|FKBP2|PSMA4|PSMC2|HPRT1|IDI1|CFP|UCHL5|ARPC5L|NFKBIB|GSR|TCEA1|CACYBP|LTA4H|INSIG1,0.553840877914952,0.572938839222364,Evaluated,MTORC1 SIGNALING
CD8_NC,HALLMARK_MYC_TARGETS_V1,5.11114866058124e-05,0.000511114866058124,0.557332238758646,0.440950129615843,1.7210386446839,176,TRA2B|MRPL23|PSMD8|C1QBP|RPL22|SNRPD1|CYC1|ACP1|UBE2L3|SRSF3|RPS3|PA2G4|PSMB3|CBX3|IFRD1|RPL6|RPLP0|SSBP1|PSMB2|NOP16|RACK1|RPS2|MCM7|SRSF7|SNRPD2|PPIA|SNRPA|SNRPG|RPL14|GLO1|MAD2L1|PSMD7|SNRPB2|COX5A|RPS6|LDHA|VDAC1|NHP2|RPS5|TUFM|ODC1|MRPL9|EEF1B2|STARD7|RPS10|NME1|PSMA1|DUT|RUVBL2|HNRNPA3|RPL34|DEK|PSMA2|VBP1|LSM7|SNRPD3|EXOSC7|PSMD1|SNRPA1,0.000511114866058124,0.000511114866058124,Evaluated,MYC TARGETS V1
CD8_NC,HALLMARK_MYC_TARGETS_V2,0.453427065026362,0.535287081339713,0.0774767547848578,0.348806082896435,0.998756622390923,29,DUSP2|PA2G4|CBX3|NOP16|WDR74|DDX18|EXOSC5|MRTO4|NDUFAF4|DCTPP1|NPM1,0.535287081339713,0.54629766870646,Evaluated,MYC TARGETS V2
CD8_NC,HALLMARK_MYOGENESIS,0.348148148148148,0.471168497874729,0.112843355675562,-0.315337673690015,-1.03370874868708,39,MYH9|TGFB1|SPTAN1|MEF2D|NOTCH1|ABLIM1|AEBP1|AKT2|VIPR1|FLII|SIRT2|TSC2|APP,0.471168497874729,0.452811283671818,Evaluated,MYOGENESIS
CD8_NC,HALLMARK_NOTCH_SIGNALING,0.413716814159292,0.517146017699115,0.0952879846194844,-0.415168527537208,-1.03431880619398,13,PRKCA|NOTCH1|ARRB1|FBXW11,0.517146017699115,0.517146017699115,Evaluated,NOTCH SIGNALING
CD8_NC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,6.18684121069997e-17,3.09342060534999e-15,1.05746357275086,0.620221047838458,2.42371679490278,177,UQCRFS1|COX7B|NDUFB2|NDUFA2|GPX4|ATP5F1E|COX6A1|NDUFB4|UQCRB|NDUFA4|MRPL34|MRPS15|RHOT2|NDUFA6|DECR1|COX5B|NDUFA1|UQCRH|UQCRQ|COX7A2|CYCS|CYC1|BAX|UQCR10|POLR2F|ATP5PF|COX6C|ATP5MC3|NQO2|ETFB|ATP5MC2|COX6B1|ATP6V0B|COX7C|NDUFS7|COX17|MGST3|ATP6V1G1|TIMM50|ATP5MG|SDHC|ATP5F1D|NDUFB1|NDUFA3|HSD17B10|SURF1|COX8A|NDUFS6|NDUFB3|SUCLG1|MRPS22|MRPS30|COX7A2L|TIMM10|ATP5F1C|AFG3L2|COX5A|COX4I1|MPC1|LDHA|ATP6V1F|VDAC1|COX10|TIMM9|HADHB|CYB5A|NDUFB7|NDUFA8|ATP5PD|FXN|MDH2|NDUFS4|MRPL11|NDUFS8|NDUFB6|ISCA1|TIMM8B|COX11|UQCRC2|ATP5ME|TIMM13|ACADVL|NDUFA9|ATP5MF|MRPL15|ATP5PB|MTRF1|GRPEL1|UQCRC1|ATP5MC1,3.09342060534999e-15,3.09342060534999e-15,Evaluated,OXIDATIVE PHOSPHORYLATION
CD8_NC,HALLMARK_P53_PATHWAY,0.0343181977838219,0.0779959040541407,0.321775918075361,0.382199914179877,1.38378591514935,98,FOS|SAT1|PPP1R15A|IER5|RPS27L|IER3|JUN|S100A10|RPS12|BAX|HINT1|S100A4|DDIT3|PVT1|RPL36|RACK1|TRIAP1|CTSD|BTG2,0.0779959040541407,0.0812981951694294,Evaluated,P53 PATHWAY
CD8_NC,HALLMARK_PANCREAS_BETA_CELLS,0.196296296296296,0.316606929510155,0.132846300606183,0.598742570861285,1.28332536299383,8,SEC11A|SPCS1|SRP14|SRPRB,0.316606929510155,0.284487385936661,Evaluated,PANCREAS BETA CELLS
CD8_NC,HALLMARK_PEROXISOME,0.249174917491749,0.377537753775378,0.108394255853397,0.368306475068136,1.16014891591084,45,FIS1|TSPO|SOD2|HSD17B11|PRDX5|ERCC1|ITGB1BP1|SOD1|GSTK1,0.377537753775378,0.350950588016548,Evaluated,PEROXISOME
CD8_NC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.436842105263158,0.532734274711168,0.102449405629826,-0.275537346471477,-1.01370067789571,68,CALR|PTEN|MKNK2|CLTC|EIF4E|RIPK1|RPS6KA1|TIAM1|GSK3B|PLCG1|PIKFYVE|MAPK1|LCK|ITPR2|ATF1|SMAD2|PTPN11|TNFRSF1A|PRKCB|TSC2|MYD88,0.532734274711168,0.532734274711168,Evaluated,PI3K AKT MTOR SIGNALING
CD8_NC,HALLMARK_PROTEIN_SECRETION,0.471052631578947,0.535287081339713,0.0978773277424561,-0.270946539656355,-0.996811119945866,68,IGF2R|COG2|COPB2|CLTC|NAPA|GBF1|AP2B1|SEC22B|ARCN1|TSG101|MAPK1|ADAM10|ATP1A1,0.535287081339713,0.547735618115055,Evaluated,PROTEIN SECRETION
CD8_NC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.000745926794058845,0.00621605661715704,0.477270815362862,0.61745945526464,1.82688166779151,33,JUNB|FTL|GPX4|NDUFB4|NDUFA6|ATOX1|SOD2|GLRX|TXN|LAMTOR5|SOD1|PRNP|PRDX6|PRDX1|STK25|SELENOS,0.00621605661715704,0.00532804852899175,Evaluated,REACTIVE OXYGEN SPECIES PATHWAY
CD8_NC,HALLMARK_SPERMATOGENESIS,0.824480369515012,0.832962138084633,0.0613026075396207,-0.24974008298921,-0.779219568215713,29,AGFG1|SIRT1|ZC3H14,0.832962138084633,0.876802250615403,Evaluated,SPERMATOGENESIS
CD8_NC,HALLMARK_TGF_BETA_SIGNALING,0.118764845605701,0.212080081438751,0.199915231309662,-0.417662127461421,-1.31596609446546,31,ID3|SPTBN1|SMAD3|TGFB1|NCOR2|NOG|PPM1A|TGFBR1|APC|HDAC1,0.212080081438751,0.201296348484238,Evaluated,TGF BETA SIGNALING
CD8_NC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,7.89755070427057e-11,1.97438767606764e-09,0.839088935621274,0.663094433441403,2.32062612615513,84,FOS|IL1B|TNFAIP3|NFKBIA|SAT1|PPP1R15A|JUNB|SGK1|EGR1|DUSP1|FOSB|ZFP36|CCNL1|IER5|EIF1|ZBTB10|IER3|DUSP2|CCL4|JUN|GADD45B|CD69|PLEK|ID2|TNFAIP2|BCL2A1|NAMPT|KLF6|SOD2|PER1|BTG3|KLF10|IER2|IL23A|BIRC3,1.97438767606764e-09,1.97438767606764e-09,Evaluated,TNFA SIGNALING VIA NFKB
CD8_NC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.798927613941019,0.832216264521895,0.070113215764256,-0.225339163657733,-0.843508419733146,76,EEF2|DCTN1|EDEM1|CALR|SHC1|EIF4E|PREB|CEBPB|NFYB|XPOT,0.832216264521895,0.859061950474214,Evaluated,UNFOLDED PROTEIN RESPONSE
CD8_NC,HALLMARK_UV_RESPONSE_DN,0.0143860426433244,0.0395516541467098,0.380730400722792,-0.433532568473708,-1.51631956407459,51,DBP|NEK7|SMAD3|PTEN|FYN|PRKCA|SCAF8|CELF2|MYC|MAPK14|DYRK1A|PHF3|NR1D2|MTA1|RUNX1|TGFBR2|ATP2B4|PRDM2|SYNE1|ADD3|CITED2|NFKB1|RASA2|CDK13|DLG1|ABCC1|NIPBL|SPOP|SIPA1L1,0.0395516541467098,0.0388811963333092,Evaluated,UV RESPONSE DN
CD8_NC,HALLMARK_UV_RESPONSE_UP,0.00588928335496473,0.0210331548391597,0.407017918923954,0.437553775988591,1.52453838742761,80,FOS|NFKBIA|JUNB|FOSB|MRPL23|LYN|AP2S1|DNAJB1|SOD2|ENO2|BTG3|AMD1,0.0210331548391597,0.0210331548391597,Evaluated,UV RESPONSE UP
CD8_NC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.00475125113171026,0.0197968797154594,0.407017918923954,-0.668511264709817,-1.77983209495236,16,AXIN1|NCOR2|MYC|NOTCH1|NUMB|CCND2|CTNNB1|NCSTN|MAML1|TCF7|CUL1,0.0197968797154594,0.0182740428142702,Evaluated,WNT BETA CATENIN SIGNALING
CD8_NC,HALLMARK_XENOBIOTIC_METABOLISM,0.0579470198675497,0.115894039735099,0.241339976815091,0.418297004149788,1.3724982556915,59,MT2A|TMEM176B|ID2|CDA|CD36|ACP1|GSTO1|COMT|DDT|SLC35B1|BLVRB|CYB5A|PEMT,0.115894039735099,0.113621607583431,Evaluated,XENOBIOTIC METABOLISM
