cell_type,gene,observed_logFC,observed_F,parametric_PValue,parametric_FDR,exact_P_F,exact_P_abs_logFC,same_direction_allocations,median_permuted_logFC,min_permuted_logFC,max_permuted_logFC,exact_BH_within_celltype,maxT_FWER,passes_project_threshold
CD4_NC,SESN3,-1.085125927215,19.6641255374353,0.00144444831233815,0.0229549182114217,0.0571428571428571,0.0571428571428571,18,-0.00681530741082908,-1.085125927215,1.19790232445581,0.158913241721958,0.942857142857143,TRUE
CD8_NC,SESN3,-1.11966105005898,12.8332614541982,0.0026479686172213,0.0519633474517098,0.0285714285714286,0.0571428571428571,17,0.0947746261895306,-1.11966105005898,1.16324572072226,0.21983556012333,0.857142857142857,TRUE
